Level,Date and Time,Source,Event ID,Task Category
Information,2025-02-25 11:20:01 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5c163cac-0969-4db7-8717-7b3f32cf7a82.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_d324ac37-bdb7-4af1-a07e-8123e6fa882a

Analysis symbol: 
Rechecking for solution: 0
Report Id: 88963bc2-06a4-40c0-9174-dce92cbf037e
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:01 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.63056b55-4513-48c2-998e-a6827b6631ab.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a5ff1a20-9767-4c8f-a7ae-9c185fba25ab

Analysis symbol: 
Rechecking for solution: 0
Report Id: 1b5b02f5-c32c-4a9d-a33f-3a398b4a718a
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:00 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ca79dda2-4b59-462e-bad5-398f1a2ccdc5.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_8d91cba7-c2ae-4ee0-aff8-a237f87a256c

Analysis symbol: 
Rechecking for solution: 0
Report Id: 8a9e3b6a-6ea5-46ba-90e4-81ce87b23d9d
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:20:00 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.dd522dcb-7f69-47d2-8766-4b24e48bfef4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_2d477d08-152e-4f8e-9cc2-7b35ee4444c3

Analysis symbol: 
Rechecking for solution: 0
Report Id: 1c0c7575-3bb5-435f-85dd-5b978575bc1d
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:59 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.19b4c395-80cb-4714-830d-8041e24b52f4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_94c4324d-7f4d-4198-b4e7-0eb2ec27fef7

Analysis symbol: 
Rechecking for solution: 0
Report Id: f4f681bd-37cd-47a7-afa7-806b6714056f
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:59 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.56f86dc7-4b0f-4a46-bdc6-63116cbd4a16.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_5e4e8686-b856-4f55-bc1b-b8444519ed4e

Analysis symbol: 
Rechecking for solution: 0
Report Id: a1468f2b-7ff8-4616-8f73-3e4b35b256c0
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:58 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.3a3abfb1-7f5b-40cd-8c0a-acad5148c920.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_77a9ebda-78a5-4d83-abca-c01af8c7389d

Analysis symbol: 
Rechecking for solution: 0
Report Id: ffd9f9c2-60e5-40bb-b885-037ccdc645b0
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:58 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.87cee840-b034-4ef1-9dad-23efeda372ca.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_e63fa9cc-9393-4b64-b467-502fb3b30c46

Analysis symbol: 
Rechecking for solution: 0
Report Id: 072e632d-a232-445c-8e4c-df32dd83e5b0
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:57 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b5db8110-ecd3-4d6b-b30b-a18733e247aa.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_b8175086-176e-419a-87ff-11822aacea9d

Analysis symbol: 
Rechecking for solution: 0
Report Id: 8b2b2111-8682-4c3d-8b37-0948af044e18
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:57 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b5be8fc2-0e1c-47f9-9059-2ff4acdd6d62.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_ab4fc389-b014-4c73-9a03-7bcbb29445d8

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2eccac22-af92-4144-8529-e2cec60540bb
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:56 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c89002c4-16a1-447d-b701-ed3441925a67.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_2526fe85-1746-4f83-a796-b57640a087f0

Analysis symbol: 
Rechecking for solution: 0
Report Id: aba5a61f-6bb7-402e-9b12-131b6d3c70f9
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:55 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2a94cc4a-15e1-4896-8f72-d321c7568b56.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_85d1e4e6-8fc0-4841-9c09-65c004409e4d

Analysis symbol: 
Rechecking for solution: 0
Report Id: a2f31e28-7eb1-4026-b8d3-6edc4bd2a11b
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:54 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c0d1410c-98cb-40e8-b7f7-6817f7ac9f03.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_130bab4c-f99c-47a0-9eb0-5d06a174d26f

Analysis symbol: 
Rechecking for solution: 0
Report Id: 7fd8910d-07a1-4f83-933f-1ac50b240ed3
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:53 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.98e487c9-6b53-4aa2-8b69-2a86973e2345.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_04233e6a-3283-427d-a772-6293fb92be8d

Analysis symbol: 
Rechecking for solution: 0
Report Id: a8019e8e-9514-4353-95d8-d29ecc378e84
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-02-25 11:19:52 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.26644bc5-ecde-42aa-83a1-2fe1f6ce232a.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_29bfad44-c302-4824-8f8e-655e0f7ae15e

Analysis symbol: 
Rechecking for solution: 0
Report Id: 894cbca3-1d08-466e-8723-1905a02a4372
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
